Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
54,female,0,own,little,no_account,672,6,car,good
26,male,2,own,little,no_account,1076,12,business,good
30,female,3,own,no_account,little,7174,42,radio/TV,bad
27,male,2,own,little,no_account,1101,12,car,good
28,male,2,own,little,little,4169,24,furniture/equipment,good
32,male,2,own,little,no_account,1552,24,radio/TV,good
24,male,2,own,moderate,moderate,5595,72,radio/TV,bad
59,female,2,own,no_account,no_account,5045,15,car,good
24,female,2,own,little,moderate,1237,8,furniture/equipment,bad
37,male,2,own,little,moderate,802,15,radio/TV,bad
25,male,2,own,little,moderate,14421,48,business,bad
35,male,2,own,little,no_account,5842,36,car,good
26,female,2,own,little,no_account,2404,18,radio/TV,good
30,male,2,rent,little,no_account,1740,6,radio/TV,good
42,male,2,free,no_account,no_account,10477,36,car,good
58,male,2,own,no_account,no_account,1867,30,radio/TV,good
34,male,1,own,little,little,11998,30,repairs,bad
27,male,2,own,rich,no_account,8613,27,car,good
34,male,2,own,little,moderate,2415,7,radio/TV,good
22,female,1,own,little,little,806,15,business,good
22,male,2,own,little,moderate,2039,24,radio/TV,bad
35,female,1,own,little,little,10722,47,car,good
46,male,2,free,quite rich,no_account,727,10,education,good
39,male,3,own,little,no_account,6458,18,car,bad
43,male,3,own,little,little,2442,27,business,good
49,female,2,own,little,moderate,1092,12,radio/TV,good
25,male,2,own,no_account,moderate,1484,12,radio/TV,bad
21,male,2,rent,little,no_account,1766,6,furniture/equipment,good
31,male,1,own,little,moderate,1928,18,furniture/equipment,bad
24,male,1,own,little,little,1747,24,furniture/equipment,good
33,male,3,rent,little,no_account,4844,48,business,bad
43,male,2,own,no_account,no_account,2197,24,car,good
47,male,2,own,no_account,no_account,3578,48,radio/TV,good
47,male,2,free,no_account,little,8335,36,car,bad
31,male,2,own,little,little,2746,36,furniture/equipment,bad
36,female,2,own,little,no_account,1028,18,car,good
41,male,1,own,little,moderate,888,12,car,bad
30,female,2,own,moderate,no_account,1864,18,education,bad
66,male,3,free,little,little,1526,12,car,good
35,female,2,free,little,little,1198,6,education,bad
42,male,3,free,little,little,7763,48,car,bad
34,male,2,own,moderate,moderate,2622,18,business,good
41,male,1,own,little,no_account,719,12,education,bad
26,male,2,own,moderate,little,1382,24,business,good
22,female,2,rent,little,little,3632,24,car,good
36,male,2,rent,little,little,3905,11,car,good
37,male,3,own,quite rich,no_account,12749,48,radio/TV,good
38,male,1,own,little,no_account,1495,12,car,good
23,female,1,rent,little,little,3234,24,furniture/equipment,bad
46,male,3,own,no_account,no_account,7629,48,business,good
36,male,2,own,quite rich,no_account,4042,42,furniture/equipment,good
37,female,2,rent,quite rich,no_account,1402,12,furniture/equipment,good
30,male,3,own,no_account,little,14179,39,furniture/equipment,good
22,female,2,rent,little,little,3650,18,furniture/equipment,good
37,male,2,own,little,no_account,3535,36,car,good
38,male,1,own,little,moderate,1308,15,repairs,good
33,female,1,own,no_account,moderate,3195,9,car,good
36,female,2,own,little,rich,2247,12,car,good
26,male,2,own,quite rich,moderate,1158,12,radio/TV,good
28,male,2,own,little,moderate,3060,48,radio/TV,bad
38,female,2,own,no_account,no_account,1240,12,radio/TV,good
31,male,2,own,little,little,4817,24,car,bad
42,male,3,own,little,no_account,2292,12,business,bad
51,female,2,own,moderate,no_account,682,12,car,good
33,female,2,rent,little,little,3966,18,car,bad
32,female,1,own,moderate,little,1282,24,radio/TV,bad
34,female,3,rent,little,moderate,3017,12,furniture/equipment,good
27,female,2,own,little,little,3123,24,car,bad
34,male,3,own,little,rich,1337,9,radio/TV,bad
49,male,2,own,little,little,1038,10,car,good
26,male,2,own,little,little,759,12,car,bad
37,female,2,rent,little,little,7685,48,business,bad
25,male,2,own,little,little,2136,9,furniture/equipment,good
36,male,2,rent,little,little,7297,60,business,bad
27,male,2,own,no_account,rich,1347,10,radio/TV,good
41,male,2,own,no_account,no_account,3160,21,radio/TV,good
27,male,3,own,little,little,3416,27,radio/TV,good
33,male,2,own,little,no_account,1851,24,radio/TV,good
33,male,2,own,little,moderate,1414,8,radio/TV,good
48,male,1,rent,little,little,2241,10,car,good
28,male,1,own,little,little,654,9,car,bad
25,male,2,own,moderate,no_account,5511,24,furniture/equipment,good
23,male,2,rent,little,rich,1297,12,radio/TV,good
29,female,2,own,little,no_account,518,6,radio/TV,good
33,male,2,own,little,no_account,2058,24,repairs,good
28,female,2,rent,moderate,moderate,2631,15,car,bad
27,female,2,own,little,moderate,2930,12,radio/TV,good
24,male,1,own,no_account,little,3763,21,car,good
34,female,2,own,little,little,1842,36,car,bad
22,male,2,own,little,moderate,1331,12,radio/TV,bad
37,female,2,own,little,moderate,3612,18,furniture/equipment,good
28,male,2,own,little,no_account,1413,24,radio/TV,good
43,male,2,own,no_account,no_account,4042,24,car,good
21,male,2,own,little,no_account,15653,60,radio/TV,good
23,male,2,own,no_account,little,900,12,car,bad
22,female,2,own,little,moderate,5951,48,radio/TV,bad
31,male,2,own,no_account,no_account,3378,18,car,good
28,male,2,own,rich,no_account,2142,11,business,good
42,male,2,free,little,little,5493,36,car,good
50,male,2,own,no_account,no_account,2390,12,car,good
34,male,2,own,rich,no_account,2578,24,radio/TV,good
65,male,2,own,no_account,no_account,930,12,radio/TV,good
55,female,3,free,little,little,2578,12,furniture/equipment,good
64,male,1,own,no_account,no_account,3832,9,education,good
43,male,2,own,no_account,moderate,2899,18,car,good
29,female,2,own,no_account,no_account,5003,21,car,bad
50,female,2,free,moderate,moderate,2671,36,radio/TV,bad
31,male,1,own,little,moderate,1521,10,furniture/equipment,good
29,male,1,own,no_account,rich,1494,4,car,good
32,female,2,rent,no_account,little,1285,24,car,bad
33,female,2,own,little,little,1131,18,furniture/equipment,bad
20,female,2,rent,little,little,2039,18,furniture/equipment,bad
29,male,2,rent,little,no_account,2108,6,radio/TV,good
29,female,2,own,little,little,1893,12,car,good
20,male,2,rent,little,moderate,585,12,radio/TV,good
35,male,3,own,little,no_account,7253,33,car,good
49,male,1,own,no_account,rich,3656,30,radio/TV,good
29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad
31,female,2,own,little,no_account,9566,36,radio/TV,good
25,female,2,own,no_account,moderate,2762,12,furniture/equipment,bad
35,male,3,own,little,no_account,3780,18,furniture/equipment,good
28,female,2,own,little,moderate,4221,30,business,good
20,male,2,own,little,no_account,1313,9,furniture/equipment,good
49,male,2,rent,no_account,no_account,5801,12,furniture/equipment,good
68,male,0,free,little,moderate,1175,16,car,good
23,female,2,rent,little,little,1216,18,car,bad
29,male,3,own,little,moderate,11328,24,vacation/others,bad
32,male,2,free,little,no_account,3863,24,business,good
30,male,2,own,little,no_account,707,12,radio/TV,good
39,female,2,own,little,moderate,1188,21,business,bad
65,male,2,own,little,little,571,21,car,good
40,male,3,own,little,moderate,4297,18,furniture/equipment,bad
44,female,3,free,little,little,6419,24,car,good
29,female,2,own,little,rich,683,6,radio/TV,good
67,male,2,own,no_account,little,1169,6,radio/TV,good
20,female,2,rent,little,little,1282,12,furniture/equipment,bad
34,male,1,own,no_account,no_account,1898,6,radio/TV,good
30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad
30,female,2,own,quite rich,moderate,8358,48,car,good
23,female,1,own,moderate,moderate,836,12,car,bad
49,male,2,free,no_account,little,2964,24,car,good
27,female,2,rent,no_account,little,2132,10,furniture/equipment,good
49,male,1,own,little,moderate,3124,12,car,good
35,male,1,own,little,no_account,2684,24,radio/TV,good
48,female,1,free,moderate,rich,1240,10,car,bad
55,male,3,free,little,moderate,9283,42,car,good
22,male,2,own,quite rich,little,2828,24,furniture/equipment,good
40,male,1,rent,little,little,684,12,education,bad
29,female,0,rent,little,little,1193,24,car,bad
75,male,3,free,little,little,6615,24,car,good
37,male,3,own,no_account,moderate,4712,24,business,good
52,male,2,own,moderate,no_account,2223,24,radio/TV,good
28,female,2,rent,rich,no_account,2603,24,car,good
58,female,1,free,little,little,6143,48,car,bad
34,male,2,own,no_account,moderate,2825,24,business,good
30,male,2,rent,little,moderate,2002,12,car,good
37,male,2,own,little,little,3620,36,furniture/equipment,good
28,female,3,own,little,no_account,3349,36,furniture/equipment,bad
26,male,2,own,little,little,4788,48,car,good
36,male,2,own,rich,rich,1275,24,business,good
37,female,1,own,little,little,1274,12,car,bad
41,female,1,own,little,moderate,5954,42,business,good
28,male,2,own,no_account,moderate,1887,18,business,good
63,male,1,own,little,no_account,1655,12,radio/TV,good
49,male,1,own,little,no_account,2096,12,education,good
37,male,2,rent,little,little,3676,6,car,good
